,Ngày,Thay đổi,KL giao dịch ròng,GT giao dịch ròng,KL mua,GT mua,KL bán,GT bán,Room còn lại,Đang sở hữu
3677,2011-11-22,48.6(0.83 %),362340,18.01,423250,20.97,60910,2.95,6600875,45.94%
3678,2011-11-21,48.2(0.00 %),26460,1.27,33760,1.62,7300,0.35,6963215,45.78%
3679,2011-11-18,48.2(0.00 %),8270,0.4,148270,7.12,140000,6.72,6989675,45.76%
3680,2011-11-17,48.2(0.42 %),44070,2.11,177850,8.53,133780,6.42,6997945,45.76%
3681,2011-11-16,48(1.05 %),-12750,-0.61,79130,3.79,91880,4.4,7042015,45.74%
3682,2011-11-15,47.5(-1.04 %),325250,15.7,422720,20.36,97470,4.66,7029265,45.75%
3683,2011-11-14,48(-1.23 %),230800,11.18,310580,15.02,79780,3.84,7354515,45.59%
3684,2011-11-11,48.6(-0.41 %),115950,5.71,223280,10.93,107330,5.22,7585315,45.49%
3685,2011-11-10,48.8(0.00 %),265460,12.98,286100,13.98,20640,1,7701265,45.43%
3686,2011-11-09,48.8(-0.41 %),127690,6.25,129690,6.35,2000,0.1,7966725,45.31%
3687,2011-11-08,49(-1.61 %),6050,0.3,141120,6.94,135070,6.64,8094415,45.25%
3688,2011-11-07,49.8(-0.20 %),437500,21.83,450940,22.5,13440,0.67,8100465,45.25%
3689,2011-11-04,49.9(1.22 %),265160,13.19,274160,13.63,9000,0.45,8537965,45.05%
3690,2011-11-03,49.3(-0.80 %),56110,2.77,58110,2.87,2000,0.1,8803125,44.92%
3691,2011-11-02,49.7(1.22 %),116290,5.78,129410,6.43,13120,0.65,8859235,44.9%
3692,2011-11-01,49.1(-0.81 %),-9870,-0.48,22600,1.12,32470,1.6,8975525,44.84%
3693,2011-10-31,49.5(-1.00 %),7620,0.45,150730,7.58,143110,7.13,7985850,45.3%
3694,2011-10-28,50(3.09 %),74930,3.75,210580,10.41,135650,6.66,7993470,45.3%
3695,2011-10-27,48.5(0.00 %),-96000,-4.64,90730,4.39,186730,9.04,8068400,45.26%
3698,2011-10-26,48.5(1.68 %),2019470,100.93,4378040,218.67,2358570,117.73,7972400,45.31%
3699,2011-10-25,47.7(-1.24 %),24550,1.19,232490,11.14,207940,9.96,9991870,44.37%
3700,2011-10-24,48.3(-2.62 %),10490,0.5,77720,3.8,67230,3.3,10016420,44.36%
3701,2011-10-21,49.6(1.85 %),332500,16.29,348260,17.07,15760,0.78,10026910,44.36%
3702,2011-10-20,48.7(-0.20 %),43380,2.11,154240,7.51,110860,5.4,10359410,44.2%
3703,2011-10-19,48.8(-0.41 %),167600,8.21,287700,14.07,120100,5.86,10402790,44.18%
3704,2011-10-18,49(-0.61 %),-300033,-14.71,37800,1.85,337833,16.57,10570390,49.26%
3705,2011-10-17,49.3(-1.40 %),-31740,-1.57,119760,5.93,151500,7.49,10270357,49.42%
3706,2011-10-14,50(1.21 %),86340,4.31,90680,4.53,4340,0.22,10238617,49.43%
3707,2011-10-13,49.4(1.02 %),30990,1.52,153690,7.54,122700,6.01,10324957,49.39%
3708,2011-10-12,48.9(-0.41 %),11490,0.56,190490,9.33,179000,8.77,10355947,49.37%
3709,2011-10-11,49.1(0.20 %),3250,0.16,174850,8.57,171600,8.41,10367437,49.37%
3710,2011-10-10,49(-1.01 %),61260,3,216500,10.61,155240,7.61,10370687,49.36%
3711,2011-10-07,49.5(-1.00 %),81660,4.05,212300,10.52,130640,6.47,10431947,48.63%
3712,2011-10-06,50(-0.99 %),-115700,-5.78,448130,22.4,563830,28.18,10513607,48.59%
3713,2011-10-05,50.5(-0.98 %),-124440,-6.24,375560,18.9,500000,25.14,10397907,48.65%
3714,2011-10-04,51(0.00 %),97420,4.96,161140,8.2,63720,3.24,10273467,48.71%
3715,2011-10-03,51(-0.97 %),55370,2.84,159620,8.17,104250,5.33,10370887,48.66%
3716,2011-09-30,51.5(0.00 %),-10960,-0.57,165760,8.53,176720,9.1,3518154,52.21%
3717,2011-09-29,51.5(0.00 %),127330,6.55,502960,25.9,375630,19.34,3507194,52.21%
3720,2011-09-28,51.5(0.98 %),16630,0.86,366070,18.86,349440,18,3634524,47.12%
3721,2011-09-27,51(0.99 %),4110,0.22,102200,5.24,98090,5.02,3651154,47.11%
3722,2011-09-26,51.5(-1.90 %),-155260,-8.07,50630,2.64,205890,10.71,3655264,47.11%
3723,2011-09-23,52.5(-1.87 %),6650,0.35,257650,13.63,251000,13.28,3500004,47.19%
3724,2011-09-22,53.5(0.00 %),46420,2.48,337270,18.01,290850,15.53,3506654,47.19%
3725,2011-09-21,53.5(0.94 %),116030,6.19,526040,28.2,410010,22.01,3553074,47.16%
3726,2011-09-20,53(-1.85 %),109220,5.81,500680,26.7,391460,20.88,3669104,47.1%
3727,2011-09-19,54(4.85 %),158600,8.46,163870,8.74,5270,0.28,3778324,47.05%
3728,2011-09-16,51.5(-2.83 %),-1091620,-56.63,766930,40.53,1858550,97.16,3936924,46.96%
3729,2011-09-15,53(4.95 %),-1023690,-53.98,1246390,64.75,2270080,118.73,2845304,47.53%
3730,2011-09-14,50.5(-3.81 %),-360250,-18.22,206400,10.55,566650,28.76,1821614,48.06%
3731,2011-09-13,52.5(-1.87 %),-707000,-37.27,182290,9.77,889290,47.05,1461364,48.24%
3732,2011-09-12,53.5(-2.73 %),-242330,-12.98,304600,16.33,546930,29.31,754364,48.61%
3733,2011-09-09,55(-1.79 %),-210330,-11.56,286060,15.77,496390,27.32,512034,48.74%
3734,2011-09-08,56(0.90 %),-41400,-2.31,345000,19.33,386400,21.64,301704,48.84%
3735,2011-09-07,55.5(-0.89 %),178040,10.27,260300,14.84,82260,4.57,260304,48.87%
3736,2011-09-06,56(0.00 %),56370,3.17,61000,3.43,4630,0.26,0,49.01%
3737,2011-09-05,56(0.00 %),9240,0.54,65300,3.66,56060,3.12,31564,48.98%
3738,2011-09-01,56(0.90 %),25800,1.46,40800,2.3,15000,0.84,40804,48.98%
3739,2011-08-31,55.5(-0.89 %),-239160,-13.3,91140,5.12,330300,18.43,388504,48.8%
3742,2011-08-30,56(0.90 %),-32500,-1.78,86500,4.84,119000,6.62,149344,48.92%
3743,2011-08-29,55.5(0.91 %),-40520,-2.23,89780,4.99,130300,7.21,116844,48.94%
3744,2011-08-26,55(0.92 %),-27620,-1.5,138180,7.66,165800,9.16,76324,48.96%
3745,2011-08-25,54.5(0.00 %),-3650,-0.18,317490,17.62,321140,17.81,48704,48.97%
3746,2011-08-24,54.5(0.00 %),-20130,-1.1,83370,4.58,103500,5.68,45054,48.98%
3747,2011-08-23,54.5(0.00 %),-390,-0.02,4390,0.24,4780,0.26,24924,48.99%
3748,2011-08-22,54.5(0.93 %),-7560,-0.41,5620,0.3,13180,0.72,24534,48.99%
3749,2011-08-19,54(-1.82 %),-520,-0.01,71670,3.95,72190,3.96,16974,48.99%
3750,2011-08-18,55(0.92 %),47420,2.63,55790,3.1,8370,0.46,0,49.01%
3751,2011-08-17,54.5(0.93 %),6750,0.37,11140,0.61,4390,0.24,21594,48.99%
3752,2011-08-16,54(0.00 %),239580,13.15,295200,16.18,55620,3.03,0,49%
3753,2011-08-15,54(0.00 %),127880,6.88,144850,7.79,16970,0.91,0,49.11%
3754,2011-08-12,54(0.00 %),162260,8.79,207600,11.24,45340,2.45,111628,49.04%
3755,2011-08-11,54(2.86 %),506560,27.29,529150,28.5,22590,1.21,273888,48.96%
3756,2011-08-10,52.5(1.94 %),713720,38.06,957860,50.92,244140,12.86,780448,48.7%
3757,2011-08-09,51.5(-3.74 %),118250,6.19,228650,11.96,110400,5.77,1494168,48.33%
3758,2011-08-08,53.5(-2.73 %),-132060,-7.19,103170,5.62,235230,12.81,1612418,48.27%
3759,2011-08-05,55(-0.90 %),37500,2.06,57220,3.15,19720,1.08,1480358,48.33%
3760,2011-08-04,55.5(1.83 %),601380,33.9,632100,35.6,30720,1.7,1517858,48.31%
3761,2011-08-03,54.5(1.87 %),-3360,-0.18,50010,2.67,53370,2.85,2119238,48%
3764,2011-08-02,53.5(-3.60 %),33750,1.81,55820,3,22070,1.19,2115878,48%
3765,2011-08-01,55.5(-3.48 %),1623690,92.67,1723400,98.28,99710,5.61,2149628,47.99%
3766,2011-07-29,57.5(0.88 %),789870,45.2,961310,55.03,171440,9.83,3623920,47.22%
3767,2011-07-28,57(3.64 %),338700,19.2,413900,23.47,75200,4.27,4413790,46.81%
3768,2011-07-27,55(4.76 %),380480,20.76,507860,27.7,127380,6.94,4752490,46.54%
3769,2011-07-26,52.5(1.94 %),127040,6.65,199570,10.45,72530,3.8,5132970,46.34%
3770,2011-07-25,51.5(0.98 %),251300,13.05,312500,16.19,61200,3.14,5260010,46.27%
3771,2011-07-22,51(0.00 %),380780,19.84,825810,42.53,445030,22.7,5511310,46.14%
3772,2011-07-21,51(-1.92 %),60800,3.12,111500,5.71,50700,2.59,5892090,45.95%
3773,2011-07-20,52(4.42 %),81540,4.13,1125770,58.39,1044230,54.26,5952890,45.92%
3774,2011-07-19,49.8(0.81 %),548040,27.39,620970,30.99,72930,3.6,6034430,45.87%
3775,2011-07-18,49.4(0.20 %),123530,6.16,172010,8.55,48480,2.39,6582470,45.59%
3776,2011-07-15,49.3(-1.20 %),521440,25.93,763530,38.01,242090,12.07,6706000,45.53%
3777,2011-07-14,49.9(-0.20 %),269250,13.44,309500,15.44,40250,2.01,7227440,45.25%
3778,2011-07-13,50(1.42 %),186890,9.44,359030,18.02,172140,8.58,7496690,45.12%
3779,2011-07-12,49.3(1.44 %),119200,5.84,176610,8.66,57410,2.82,7683580,45.02%
3780,2011-07-11,48.6(0.21 %),93390,4.54,119990,5.83,26600,1.29,7802780,44.96%
3781,2011-07-08,48.5(4.08 %),47400,2.32,130680,6.31,83280,3.99,7896170,44.91%
3782,2011-07-07,46.6(-0.21 %),17210,0.8,105550,4.93,88340,4.12,7943570,44.88%
3783,2011-07-06,46.7(1.74 %),-81690,-3.78,538610,24.91,620300,28.69,7960780,44.87%
3786,2011-07-05,45.9(-0.22 %),-118240,-5.45,187860,8.66,306100,14.11,7879090,44.92%
3787,2011-07-04,46(-1.29 %),-89450,-4.12,216600,10.02,306050,14.14,7760850,44.98%
3788,2011-07-01,46.6(-2.92 %),-44980,-2.12,61300,2.92,106280,5.04,7671400,45.02%
3789,2011-06-30,48(-0.21 %),10060,0.48,96200,4.62,86140,4.14,7509519,45.11%
3790,2011-06-29,48.1(-1.84 %),-49510,-2.4,177420,8.66,226930,11.06,7519579,45.1%
3791,2011-06-28,49(0.82 %),18010,0.88,225590,10.97,207580,10.09,7470069,45.13%
3792,2011-06-27,48.6(-1.82 %),-41420,-2.03,53550,2.64,94970,4.66,7488079,45.12%
3793,2011-06-24,49.5(-0.40 %),-10540,-0.52,68990,3.43,79530,3.96,7446659,45.14%
3794,2011-06-23,49.7(-1.58 %),67490,3.38,124930,6.25,57440,2.87,7436119,45.15%
3795,2011-06-22,50.5(1.00 %),-20620,-1.03,387180,19.36,407800,20.39,7503609,45.11%
3796,2011-06-21,50(1.01 %),65540,3.28,95880,4.79,30340,1.52,7482989,45.12%
3797,2011-06-20,49.5(-1.00 %),23810,1.2,89080,4.45,65270,3.25,7548529,45.09%
3798,2011-06-17,50(-0.99 %),59730,3.06,507620,25.78,447890,22.72,7572339,45.08%
3799,2011-06-16,50.5(1.00 %),10180,0.52,113770,5.76,103590,5.24,7632069,45.05%
3800,2011-06-15,50(0.00 %),61790,3.09,341000,17.06,279210,13.97,7642249,45.04%
3801,2011-06-14,50(-0.99 %),82420,4.15,187650,9.5,105230,5.34,7704039,45.01%
3802,2011-06-13,50.5(0.00 %),16830,0.85,84490,4.25,67660,3.4,7786459,44.97%
3803,2011-06-10,50.5(-0.98 %),-18880,-0.96,55290,2.81,74170,3.78,7803289,44.96%
3804,2011-06-09,51(0.00 %),8140,0.41,11280,0.57,3140,0.16,7784409,44.97%
3805,2011-06-08,51(-1.92 %),80780,4.31,217180,11.39,136400,7.08,7792549,44.96%
3808,2011-06-07,52(4.00 %),89680,4.6,242110,12.35,152430,7.75,7873329,44.92%
3809,2011-06-06,50(-0.99 %),119250,5.97,270660,13.54,151410,7.58,7963009,44.87%
3810,2011-06-03,50.5(1.41 %),284440,14.21,398490,19.92,114050,5.71,8082259,44.81%
3811,2011-06-02,49.8(4.84 %),50200,2.49,240030,11.87,189830,9.38,8366699,44.66%
3812,2011-06-01,47.5(4.86 %),89940,4.25,320170,14.78,230230,10.52,8416899,44.64%
3813,2011-05-31,45.3(0.00 %),34630,1.57,95800,4.34,61170,2.77,8555986,44.57%
3814,2011-05-30,45.3(-0.66 %),97240,4.42,172670,7.85,75430,3.43,8590616,44.55%
3815,2011-05-27,45.6(0.22 %),-86160,-3.93,135430,6.2,221590,10.13,8687856,44.5%
3816,2011-05-26,45.5(4.84 %),-27550,-1.15,207790,8.86,235340,10.01,8601696,44.54%
3817,2011-05-25,43.4(-4.82 %),94490,4.1,235340,10.22,140850,6.12,8574146,44.56%
3818,2011-05-24,45.6(-5.00 %),72660,3.33,195830,8.99,123170,5.66,8668636,44.51%
3819,2011-05-23,48(-4.95 %),44910,2.21,173340,8.45,128430,6.24,8741296,44.47%
3820,2011-05-20,50.5(-1.94 %),-8820,-0.44,182650,9.17,191470,9.61,8786206,44.45%
3821,2011-05-19,51.5(0.98 %),58040,2.99,121070,6.23,63030,3.25,8777386,44.45%
3822,2011-05-18,51(-0.97 %),30170,1.53,72700,3.69,42530,2.15,8835426,44.42%
3823,2011-05-17,51.5(0.00 %),43510,2.25,89970,4.65,46460,2.39,8865596,44.41%
3824,2011-05-16,51.5(-1.90 %),33850,1.77,100540,5.24,66690,3.47,8909106,44.38%
3825,2011-05-13,52.5(0.00 %),78490,4.15,195350,10.3,116860,6.16,8942956,44.37%
3826,2011-05-12,52.5(0.00 %),83750,4.38,198600,10.41,114850,6.03,9021446,44.33%
3827,2011-05-11,52.5(-0.94 %),48800,2.57,454500,23.78,405700,21.21,9105196,44.28%
3830,2011-05-10,53(0.00 %),73110,3.87,165110,8.75,92000,4.88,9153996,44.26%
3831,2011-05-09,53(1.92 %),-82320,-4.27,188560,9.9,270880,14.17,9227106,44.22%
3832,2011-05-06,52(0.97 %),20660,1.08,313990,16.44,293330,15.36,9144786,44.26%
3833,2011-05-05,51.5(0.98 %),87300,4.49,87300,4.49,0,0,9165446,44.25%
3834,2011-05-04,51.5(0.98 %),39150,2.02,86260,4.44,47110,2.42,9252746,44.21%
3835,2011-04-29,51(0.99 %),47460,2.43,150710,7.71,103250,5.28,9589828,44.03%
3836,2011-04-28,50.5(-0.98 %),-47450,-2.38,35560,1.79,83010,4.17,9637288,44.01%
3837,2011-04-27,51(0.00 %),-52540,-2.61,167120,8.46,219660,11.07,9589838,44.03%
3838,2011-04-26,51(-1.92 %),115860,6.02,125540,6.52,9680,0.5,9537298,44.06%
3839,2011-04-25,52(4.21 %),51530,2.66,80860,4.17,29330,1.5,9653158,44%
3840,2011-04-22,49.9(-1.19 %),-16680,-0.83,28320,1.44,45000,2.27,9704688,43.97%
3841,2011-04-21,50.5(0.00 %),-10340,-0.52,77160,3.9,87500,4.42,9688008,43.98%
3842,2011-04-20,50.5(-0.98 %),-130760,-6.61,132380,6.76,263140,13.37,9677668,43.99%
3843,2011-04-19,51(-0.97 %),9460,0.48,31310,1.6,21850,1.12,9546908,44.05%
3844,2011-04-18,51.5(-2.83 %),-7280,-0.37,49990,2.62,57270,2.99,9556368,44.05%
3845,2011-04-15,53(0.00 %),7410,0.39,167860,8.9,160450,8.51,9549088,44.05%
3846,2011-04-14,53(-3.64 %),24870,1.37,65060,3.51,40190,2.14,9556498,44.05%
3847,2011-04-13,55(-4.35 %),43570,2.43,123910,6.9,80340,4.47,9581368,44.04%
3848,2011-04-08,57.5(0.00 %),3600,0.21,106080,6.05,102480,5.84,9624938,44.01%
3849,2011-04-07,57.5(0.88 %),798320,47.25,1075880,63.51,277560,16.27,9628538,44.01%
3852,2011-04-06,57(4.59 %),356880,20.34,410080,23.37,53200,3.03,10426858,43.6%
3853,2011-04-05,54.5(4.81 %),128590,7.01,296420,16.15,167830,9.15,10783738,43.41%
3854,2011-04-04,52(4.21 %),108120,5.62,358120,18.62,250000,13,10912328,43.35%
3855,2011-04-01,49.9(-2.16 %),-25040,-1.25,40460,2.03,65500,3.28,11020448,43.29%
3856,2011-03-31,51(0.00 %),25740,1.32,35880,1.84,10140,0.52,10693575,43.46%
3857,2011-03-30,51(-0.97 %),36220,1.84,65470,3.33,29250,1.49,10719315,43.45%
3858,2011-03-29,51.5(-0.96 %),2970,0.15,7360,0.38,4390,0.23,10755535,43.43%
3859,2011-03-28,52(-0.95 %),-13280,-0.69,11060,0.58,24340,1.27,10758505,43.43%
3860,2011-03-25,52.5(-0.94 %),-22530,-1.17,37470,1.96,60000,3.13,10745225,43.43%
3861,2011-03-24,53(-0.93 %),25110,1.33,37310,1.98,12200,0.65,10722695,43.44%
3862,2011-03-23,53.5(0.94 %),52800,2.8,154360,8.19,101560,5.39,10747805,43.43%
3863,2011-03-22,53(0.00 %),58210,3.08,284210,15.06,226000,11.98,10800605,43.4%
3864,2011-03-21,53(0.00 %),18990,1,177850,9.43,158860,8.42,10858815,43.37%
3865,2011-03-18,53(1.92 %),-135580,-7.06,316360,16.51,451940,23.57,10877805,43.36%
3866,2011-03-17,52(-0.95 %),36440,1.9,242780,12.68,206340,10.78,10742225,43.43%
3867,2011-03-16,52.5(0.00 %),79440,4.18,413410,21.82,333970,17.63,10778665,43.41%
3868,2011-03-15,52.5(-0.94 %),2020,0.11,137620,7.23,135600,7.12,0,0%
3869,2011-03-14,53(-1.85 %),77260,4.1,130160,6.9,52900,2.8,0,0%
3870,2011-03-11,54(-0.92 %),-31650,-1.74,263040,14.28,294690,16.01,0,0%
3871,2011-03-10,54.5(0.93 %),7230,0.39,427170,23.15,419940,22.76,0,0%
3874,2011-03-09,54(-1.82 %),106980,5.81,186960,10.11,79980,4.3,0,0%
3875,2011-03-08,55(1.85 %),153780,8.38,174300,9.5,20520,1.12,0,0%
3876,2011-03-07,54(0.00 %),80440,4.35,374310,20.22,293870,15.87,0,0%
3877,2011-03-04,54(0.00 %),90990,4.93,209730,11.35,118740,6.42,0,0%
3878,2011-03-03,54(0.00 %),190460,10.28,225270,12.15,34810,1.87,0,0%
3879,2011-03-02,54(-0.92 %),274770,14.68,308410,16.47,33640,1.79,11086015,43.26%
3880,2011-03-01,54.5(0.93 %),151320,8.15,157220,8.46,5900,0.32,11360785,43.11%
3881,2011-02-28,54(-2.70 %),24790,1.38,436093,24.14,411303,22.75,11512105,43.03%
3882,2011-02-25,55.5(4.72 %),133950,7.28,210660,11.41,76710,4.13,11536895,43.02%
3883,2011-02-24,53(-0.93 %),65500,3.41,248520,12.89,183020,9.47,11670845,42.95%
3884,2011-02-23,53.5(-0.93 %),-111980,-6.03,103060,5.57,215040,11.61,11736345,42.92%
3885,2011-02-22,54(-2.70 %),88310,4.71,405370,21.73,317060,17.02,11624365,42.98%
3886,2011-02-21,55.5(-4.31 %),25720,1.43,72500,4.05,46780,2.62,11712675,42.93%
3887,2011-02-18,58(-4.92 %),-468480,-27.58,104410,6.23,572890,33.81,11738395,42.92%
3888,2011-02-17,61(0.00 %),87650,5.33,91570,5.57,3920,0.24,11269915,43.16%
3889,2011-02-16,61(-0.81 %),-30060,-1.85,106490,6.53,136550,8.38,11357565,43.11%
3890,2011-02-15,61.5(0.00 %),-5160,-0.32,112380,6.89,117540,7.21,11327505,43.13%
3891,2011-02-14,61.5(-0.81 %),-135140,-8.31,79650,4.91,214790,13.21,11322345,43.13%
3892,2011-02-11,62(-0.80 %),-417970,-25.92,104780,6.53,522750,32.45,11187205,43.2%
3893,2011-02-10,62.5(-0.79 %),-202240,-12.69,169310,10.63,371550,23.32,10769235,43.42%
3896,2011-02-09,63(-0.79 %),8830,0.61,81240,5.22,72410,4.61,10566995,43.52%
3897,2011-02-08,63.5(0.79 %),-161000,-10.29,218070,13.95,379070,24.24,10575825,43.52%
3898,2011-01-28,63(-3.08 %),4220,0.32,271180,17.52,266960,17.19,10414825,43.6%
3899,2011-01-27,65(4.84 %),98230,6.45,304210,19.43,205980,12.98,10419045,43.6%
3900,2011-01-26,62(-0.80 %),-240850,-14.94,76570,4.75,317420,19.69,10517275,46.35%
3901,2011-01-25,62.5(-0.79 %),-9840,-0.58,295650,18.7,305490,19.27,10276425,43.67%
3902,2011-01-24,63(-1.56 %),-57850,-3.68,140480,8.92,198330,12.6,10266585,43.68%
3903,2011-01-21,64(0.79 %),12470,0.81,113590,7.31,101120,6.5,10208735,43.71%
3904,2011-01-20,63.5(-1.55 %),27170,1.73,73210,4.67,46040,2.93,10221205,43.7%
3905,2011-01-19,64.5(-0.77 %),121630,7.93,203040,13.23,81410,5.31,10248375,43.69%
3906,2011-01-18,65(0.00 %),192240,12.54,223180,14.57,30940,2.03,10370005,43.63%
3907,2011-01-17,65(2.36 %),-50910,-3.35,158640,10.54,209550,13.9,10562245,43.53%
3908,2011-01-14,63.5(4.96 %),-38500,-2.45,69100,4.35,107600,6.8,10511335,43.55%
3909,2011-01-13,60.5(-0.82 %),32830,2,84890,5.18,52060,3.18,10472835,43.57%
3910,2011-01-12,61(-2.40 %),-283300,-17.44,50220,3.09,333520,20.52,10505665,43.56%
3911,2011-01-11,62.5(0.00 %),116680,7.25,440870,27.36,324190,20.11,10222365,43.7%
3912,2011-01-10,62.5(0.81 %),-30380,-1.95,97840,6.12,128220,8.07,10339045,43.64%
3913,2011-01-07,62(-0.80 %),-260700,-16.22,101690,6.31,362390,22.53,10308665,43.66%
3914,2011-01-06,62.5(0.00 %),17200,1.07,28100,1.76,10900,0.69,10047965,43.79%
3915,2011-01-05,62.5(-1.57 %),-48150,-3.04,128380,8.08,176530,11.12,10065165,43.78%
3918,2011-01-04,63.5(-1.55 %),-130610,-8.3,79390,5.09,210000,13.39,10017015,43.81%
3919,2010-12-31,64.5(1.57 %),-45960,-2.93,51280,3.29,97240,6.23,9886405,43.88%
3920,2010-12-30,63.5(-1.55 %),-300160,-19.08,118220,7.54,418380,26.62,9840445,43.9%
3921,2010-12-29,64.5(-0.77 %),-115100,-7.39,154200,9.93,269300,17.31,9540285,44.06%
3922,2010-12-28,65(0.78 %),-28530,-1.83,138060,8.93,166590,10.77,9425185,44.12%
3923,2010-12-27,64.5(0.00 %),14560,0.94,144260,9.29,129700,8.35,9396655,44.13%
3924,2010-12-24,64.5(-0.77 %),26930,1.74,168450,10.88,141520,9.14,9411215,44.12%
3925,2010-12-23,65(0.78 %),-243020,-15.5,182110,11.78,425130,27.28,9438145,44.11%
3926,2010-12-22,64.5(-0.77 %),-54700,-3.57,75340,4.87,130040,8.44,9195125,44.24%
3927,2010-12-21,65(-1.52 %),-173770,-11.26,499200,32.55,672970,43.81,9140425,44.26%
3928,2010-12-20,66(0.00 %),-40270,-2.61,125770,8.28,166040,10.89,8966655,44.35%
3929,2010-12-17,66(0.76 %),-109090,-7.16,124840,8.22,233930,15.38,8926385,44.37%
3930,2010-12-16,65.5(-2.96 %),-182960,-12.12,138250,9.18,321210,21.3,8817295,44.43%
3931,2010-12-15,67.5(-2.17 %),15630,1.11,211810,14.44,196180,13.32,8634335,44.53%
3932,2010-12-14,69(-0.72 %),87130,6,629360,43.5,542230,37.5,8649965,44.52%
3933,2010-12-13,69.5(1.46 %),-79500,-5.52,117710,8.16,197210,13.67,8737095,44.47%
3934,2010-12-10,68.5(0.74 %),69370,4.72,233380,15.92,164010,11.2,8657595,44.51%
3935,2010-12-09,68(1.49 %),47270,3.2,77600,5.23,30330,2.04,8726965,44.48%
3936,2010-12-08,67(-0.74 %),42870,2.89,44540,3.01,1670,0.11,8774235,44.45%
3937,2010-12-07,67.5(-1.46 %),68800,4.68,198430,13.52,129630,8.84,8817105,44.43%
3940,2010-12-06,68.5(-0.72 %),150880,10.29,946340,65.11,795460,54.82,8885905,44.4%
3941,2010-12-03,69(0.00 %),9610,0.69,122920,8.53,113310,7.83,9036785,44.32%
3942,2010-12-02,69(0.73 %),49910,3.43,93790,6.47,43880,3.04,9046395,44.31%
3943,2010-12-01,68.5(-2.14 %),194450,13.51,484090,33.59,289640,20.08,9096305,44.29%
3944,2010-11-30,70(-0.71 %),147540,10.68,193890,13.96,46350,3.27,9290755,44.19%
3945,2010-11-29,70.5(2.92 %),108920,7.66,158710,11.14,49790,3.48,9438295,44.11%
3946,2010-11-26,68.5(-2.14 %),-18900,-1.29,606610,42.43,625510,43.73,9547215,44.05%
3947,2010-11-25,70(-1.41 %),47460,3.34,147760,10.11,100300,6.77,9528315,44.06%
3948,2010-11-24,71(1.43 %),86090,6.09,90740,6.42,4650,0.33,9575775,44.04%
3949,2010-11-23,70(1.45 %),101490,7.1,159090,11.13,57600,4.03,9661865,43.99%
3950,2010-11-22,69(1.47 %),58290,3.98,221350,15.1,163060,11.11,9763355,43.94%
3951,2010-11-19,68(-1.45 %),-71270,-4.87,184520,12.71,255790,17.57,9821645,43.91%
3952,2010-11-18,69(0.73 %),32030,2.26,139760,9.72,107730,7.46,9750375,43.95%
3953,2010-11-17,68.5(-1.44 %),14120,1.01,688470,47.85,674350,46.84,9782405,43.93%
3954,2010-11-16,69.5(-0.71 %),161350,11.28,187580,13.11,26230,1.84,9796525,43.92%
3955,2010-11-15,70(-2.78 %),52040,3.66,65700,4.64,13660,0.98,9957875,43.84%
3956,2010-11-12,72(-0.69 %),89390,6.4,127380,9.1,37990,2.7,10009915,43.81%
3957,2010-11-11,72.5(-2.03 %),29820,2.18,37820,2.76,8000,0.58,10099305,43.77%
3958,2010-11-10,74(1.37 %),228970,16.86,248010,18.26,19040,1.4,10129125,43.75%
3959,2010-11-09,73(0.69 %),291130,21.29,831420,60.46,540290,39.17,10358095,43.63%
3962,2010-11-08,72.5(-4.61 %),-3320,-0.11,133240,9.85,136560,9.96,10649225,43.48%
3963,2010-11-05,76(3.40 %),403390,30.25,479690,35.92,76300,5.67,10645905,43.48%
3964,2010-11-04,73.5(0.68 %),24650,1.81,35230,2.58,10580,0.77,11049295,43.27%
3965,2010-11-03,73(0.00 %),99650,7.25,101410,7.38,1760,0.13,11073945,43.26%
3966,2010-11-02,73(-2.01 %),83190,6.1,83630,6.13,440,0.03,11173595,43.21%
3967,2010-11-01,74.5(-2.61 %),174010,12.94,180580,13.44,6570,0.5,11256785,43.17%
3968,2010-10-29,76.5(4.08 %),507950,38.36,1224210,91.28,716260,52.92,11430795,43.08%
3969,2010-10-28,73.5(1.38 %),320000,23.4,480100,35.11,160100,11.7,11938745,42.81%
3970,2010-10-27,72.5(1.40 %),386650,28.12,533710,38.81,147060,10.69,12258745,42.65%
3971,2010-10-26,71.5(2.88 %),205850,14.69,311410,22.2,105560,7.51,12645395,42.45%
3972,2010-10-25,69.5(0.00 %),73970,5.11,191200,13.24,117230,8.13,12851245,42.34%
3973,2010-10-22,69.5(0.00 %),3130,0.22,78730,5.46,75600,5.24,12925215,42.3%
3974,2010-10-21,69.5(-1.42 %),-21720,-1.5,113280,7.93,135000,9.43,12928345,42.3%
3975,2010-10-20,70.5(-1.40 %),-46120,-3.24,66090,4.64,112210,7.88,12906625,42.31%
3976,2010-10-19,71.5(0.00 %),48020,3.46,225130,16.17,177110,12.71,12860505,42.34%
3977,2010-10-18,71.5(0.00 %),-3580,-0.25,111690,8.02,115270,8.27,12908525,42.31%
3978,2010-10-15,71.5(-2.05 %),-176560,-12.6,161910,11.56,338470,24.16,12904945,42.31%
3979,2010-10-14,73(0.69 %),137500,10.03,187500,13.67,50000,3.65,12728385,42.4%
3980,2010-10-13,72.5(1.40 %),158020,11.37,293030,21.06,135010,9.69,12865885,42.33%
