,Ngày,Thay đổi,KL giao dịch ròng,GT giao dịch ròng,KL mua,GT mua,KL bán,GT bán,Room còn lại,Đang sở hữu
1502,2019-10-30,57.8(-0.17 %),4870,0.28,496990,30.74,492120,30.46,2,49%
1503,2019-10-29,57.9(-0.34 %),8900,0.52,60000,3.69,51100,3.17,2,49%
1504,2019-10-28,58.1(0.17 %),-21590,-1.26,28610,1.74,50200,3,2,49%
1505,2019-10-25,58(-0.34 %),-5690,-0.33,20000,1.24,25690,1.57,24305,49%
1506,2019-10-24,58.2(3.19 %),-10000,-0.57,28160,1.7,38160,2.27,2,49%
1507,2019-10-23,56.4(0.18 %),-8610,-0.48,0,0,8610,0.48,8615,49%
1508,2019-10-22,56.3(-0.35 %),3000,0.17,3000,0.17,0,0,2,49%
1509,2019-10-21,56.5(-1.05 %),17690,1.02,301710,18.34,284020,17.33,2,49%
1510,2019-10-18,57.1(0.71 %),25950,1.57,25950,1.57,0,0,2,49%
1511,2019-10-17,56.7(-1.39 %),17000,1.06,20000,1.23,3000,0.17,2,49%
1512,2019-10-16,57.5(0.17 %),-15280,-0.88,214410,13.16,229690,14.04,0,49%
1513,2019-10-15,57.4(-0.52 %),-25040,-1.44,120910,7.46,145950,8.9,0,49%
1514,2019-10-14,57.7(2.12 %),-20000,-1.15,121400,7.33,141400,8.48,23325,49%
1515,2019-10-11,56.5(0.18 %),-2410,-0.14,0,0,2410,0.14,3325,49%
1516,2019-10-10,56.4(0.00 %),-910,-0.05,0,0,910,0.05,915,49%
1517,2019-10-09,56.4(0.53 %),5000,0.28,5000,0.28,0,0,5,49%
1520,2019-10-08,56.1(1.08 %),0,0,0,0,0,0,5,49%
1521,2019-10-07,55.5(-2.29 %),-1130,-0.06,700,0.04,1830,0.1,4615,49%
1522,2019-10-04,56.8(-0.70 %),-1860,-0.11,3140,0.18,5000,0.29,5,49%
1523,2019-10-03,57.2(0.00 %),0,0,0,0,0,0,1625,49%
1524,2019-10-02,57.2(-2.22 %),-680,-0.04,96160,6.01,96840,6.05,1625,49%
1525,2019-10-01,58.5(1.39 %),-2200,-0.13,940,0.05,3140,0.18,5,49%
1526,2019-09-30,57.7(-1.37 %),1800,0.11,171800,10.73,170000,10.63,5,49%
1527,2019-09-27,58.5(1.39 %),-20,-0,0,0,20,0,5,49%
1528,2019-09-26,57.7(0.52 %),-570,-0.03,30661,1.88,31231,1.91,5,49%
1529,2019-09-25,57.4(2.14 %),210,0.01,2010,0.11,1800,0.1,5,49%
1530,2019-09-24,56.2(-0.53 %),10,0,1500010,90.6,1500000,90.6,6,49%
1531,2019-09-23,56.5(-2.92 %),4320,0.25,1511980,93.8,1507660,93.55,59378,48.99%
1532,2019-09-20,58.2(0.69 %),-1360,-0.08,640,0.04,2000,0.12,8,49%
1533,2019-09-19,57.8(2.48 %),0,0,0,0,0,0,8,49%
1534,2019-09-18,56.4(-2.08 %),-4690,-0.27,1465954,89.73,1470644,89.99,8,49%
1535,2019-09-17,57.6(-0.17 %),-640,-0.04,0,0,640,0.04,57648,48.99%
1536,2019-09-16,57.7(1.58 %),1190,0.07,1190,0.07,0,0,8,49%
1537,2019-09-13,56.8(0.53 %),0,0,2727500,162.77,2727500,162.77,8,49%
1538,2019-09-12,56.5(4.44 %),-57000,-3.16,0,0,57000,3.16,58198,48.99%
1539,2019-09-11,54.1(0.19 %),-1190,-0.06,70200,4.05,71390,4.11,8,49%
1542,2019-09-10,54(0.37 %),0,0,50000,2.88,50000,2.88,8,49%
1543,2019-09-09,53.8(1.70 %),790,0.04,790,0.04,0,0,8,49%
1544,2019-09-06,52.9(0.57 %),0,0,0,0,0,0,8,49%
1545,2019-09-05,52.6(-1.13 %),0,0,304547,17.33,304547,17.33,8,49%
1546,2019-09-04,53.2(-0.93 %),1800,0.1,52590,3.01,50790,2.91,8,49%
1547,2019-09-03,53.7(1.13 %),0,0,67681,3.75,67681,3.75,8,49%
1548,2019-08-30,53.1(0.76 %),0,0,50000,2.82,50000,2.82,2596,44.32%
1549,2019-08-29,52.7(1.15 %),-2590,-0.14,395475,22.03,398065,22.16,2596,44.32%
1550,2019-08-28,52.1(-1.33 %),30,0,279764,15.78,279734,15.78,-14,44.32%
1551,2019-08-27,52.8(-1.68 %),0,0,0,0,0,0,6,49%
1552,2019-08-26,53.7(-1.29 %),0,0,100000,5.82,100000,5.82,6,49%
1553,2019-08-23,54.4(2.64 %),6430,0.34,6460,0.34,30,0,6,49%
1554,2019-08-22,53(-1.12 %),0,0,0,0,0,0,6446,49%
1555,2019-08-21,53.6(-0.74 %),10,0,1600010,90.88,1600000,90.88,6446,44.32%
1556,2019-08-20,54(3.05 %),-5760,-0.31,700,0.04,6460,0.35,6456,49%
1557,2019-08-19,52.4(0.77 %),3300,0.17,43300,2.4,40000,2.22,0,49%
1558,2019-08-16,52(-1.89 %),0,0,0,0,0,0,3996,49%
1559,2019-08-15,53(-0.38 %),-680,-0.04,20,0,700,0.04,0,49%
1560,2019-08-14,53.2(1.33 %),-3220,-0.17,80,0,3300,0.18,0,49%
1561,2019-08-13,52.5(0.38 %),8070,0.42,458190,25.34,450120,24.92,0,49%
1564,2019-08-12,52.3(2.35 %),1770,0.09,3751090,203.3,3749320,203.21,8166,48.75%
1565,2019-08-09,51.1(1.59 %),-80,-0,0,0,80,0,9936,48.75%
1566,2019-08-08,50.3(1.11 %),-8060,-0.41,10,0,8070,0.41,9856,53.9%
1567,2019-08-07,49.75(1.63 %),-1790,-0.09,0,0,1790,0.09,1796,53.9%
1568,2019-08-06,48.95(-0.10 %),2190,0.11,495193,25.87,493003,25.77,6,49%
1569,2019-08-05,49(0.41 %),11850,0.58,11850,0.58,0,0,6,49%
1570,2019-08-02,48.8(0.93 %),9410,0.45,9410,0.45,0,0,0,53.9%
1571,2019-08-01,48.35(-0.10 %),-10,-0,22260,1.14,22270,1.14,6,49%
1572,2019-07-31,48.4(1.26 %),-11850,-0.57,50000,2.56,61850,3.12,6,49%
1573,2019-07-30,47.8(-1.65 %),-8520,-0.41,890,0.04,9410,0.46,18222,53.9%
1574,2019-07-29,48.6(-0.41 %),-1850,-0.09,277182,13.61,279032,13.7,6,49%
1575,2019-07-26,48.8(0.31 %),100,0,100,0,0,0,6,49%
1576,2019-07-25,48.65(0.10 %),-650,-0.03,30240,1.57,30890,1.6,7952,48.76%
1577,2019-07-24,48.6(-0.41 %),480,0.02,264410,13.71,263930,13.68,7302,48.76%
1578,2019-07-23,48.8(0.93 %),-100,-0,92120,4.76,92220,4.77,8,49%
1579,2019-07-22,48.35(0.31 %),-230,-0.01,0,0,230,0.01,8,49%
1580,2019-07-19,48.2(2.99 %),-890,-0.04,0,0,890,0.04,8,49%
1581,2019-07-18,46.8(-0.53 %),5000,0.24,25000,1.24,20000,1.01,8,49%
1582,2019-07-17,47.05(-0.53 %),7190,0.34,7190,0.34,0,0,11562,53.9%
1583,2019-07-16,47.3(0.00 %),10,0,10,0,0,0,2,49%
1586,2019-07-15,47.3(0.64 %),-5000,-0.24,0,0,5000,0.24,3,49%
1587,2019-07-12,47(0.00 %),-3720,-0.18,3470,0.16,7190,0.34,13762,53.9%
1588,2019-07-11,47(-0.11 %),10,0,141235,7.1,141225,7.1,10042,48.75%
1589,2019-07-10,47.05(0.64 %),0,0,0,0,0,0,7,49%
1590,2019-07-09,46.75(0.97 %),-3470,-0.16,145464,7.2,148934,7.36,7,49%
1591,2019-07-08,46.3(-0.64 %),0,0,120000,5.98,120000,5.98,2,49%
1592,2019-07-05,46.6(-0.75 %),0,0,0,0,0,0,6582,53.9%
1593,2019-07-04,46.95(0.32 %),8750,0.41,8750,0.41,0,0,6582,53.9%
1594,2019-07-03,46.8(-0.21 %),1560,0.07,600260,30.07,598700,29.99,1,49%
1595,2019-07-02,46.9(-0.42 %),0,0,1783346,89.7,1783346,89.7,16892,48.75%
1596,2019-07-01,47.1(3.52 %),-8750,-0.4,0,0,8750,0.4,16892,53.9%
1597,2019-06-28,45.5(0.22 %),-2720,-0.12,0,0,2720,0.12,0,49%
1598,2019-06-27,45.4(-1.63 %),0,0,143420,7.08,143420,7.08,0,49%
1599,2019-06-26,46.15(-0.75 %),0,0,636580,31.67,636580,31.67,0,49%
1600,2019-06-25,46.5(2.99 %),0,0,20000,0.97,20000,0.97,5422,48.76%
1601,2019-06-24,45.15(-0.55 %),0,0,0,0,0,0,5422,53.9%
1602,2019-06-21,45.4(0.00 %),0,0,0,0,0,0,0,49%
1603,2019-06-20,45.4(1.68 %),0,0,0,0,0,0,0,49%
1604,2019-06-19,44.65(1.36 %),-1420,-0.06,690000,32.5,691420,32.56,5422,48.76%
1605,2019-06-18,44.05(0.00 %),10,0,27010,1.27,27000,1.27,8,49%
1608,2019-06-17,44.05(-0.79 %),-4000,-0.18,349460,16.6,353460,16.78,2,49%
1609,2019-06-14,44.4(-0.34 %),0,0,0,0,0,0,12,49%
1610,2019-06-13,44.55(-1.11 %),40,0,50,0,10,0,2,49%
1611,2019-06-12,45.05(-0.33 %),0,0,28750,1.39,28750,1.39,2,49%
1612,2019-06-11,45.2(0.22 %),11790,0.53,11790,0.53,0,0,2,49%
1613,2019-06-10,45.1(-0.22 %),-50,-0,0,0,50,0,11842,49%
1614,2019-06-07,45.2(1.57 %),11610,0.52,38892,1.82,27282,1.3,11792,48.75%
1615,2019-06-06,44.5(2.06 %),-11790,-0.52,253391,11.82,265181,12.34,2,49%
1616,2019-06-05,43.6(0.69 %),10,0,190010,8.8,190000,8.8,2,49%
1617,2019-06-04,43.3(-0.46 %),-11610,-0.5,50000,2.28,61610,2.78,2,49%
1618,2019-06-03,43.5(-1.36 %),4730,0.21,4730,0.21,0,0,12,49%
1619,2019-05-31,44.1(-1.01 %),-10,-0,0,0,10,0,4742,49%
1620,2019-05-30,44.55(1.02 %),0,0,0,0,0,0,2,49%
1621,2019-05-29,44.1(-1.67 %),-4730,-0.21,0,0,4730,0.21,4732,49%
1622,2019-05-28,44.85(-0.88 %),0,0,250000,11.63,250000,11.63,2,49%
1623,2019-05-27,45.25(-0.77 %),820,0.04,170045,8.29,169225,8.25,2,49%
1624,2019-05-24,45.6(-0.22 %),1010,0.05,231010,11.22,230000,11.17,-1004,48.76%
1625,2019-05-23,45.7(0.99 %),0,0,300000,13.85,300000,13.85,6,49%
1626,2019-05-22,45.25(-1.42 %),-30,-0,3662790,179.81,3662820,179.81,6,49%
1627,2019-05-21,45.9(1.44 %),5320,0.24,36320,1.68,31000,1.44,6,49%
1630,2019-05-20,45.25(1.80 %),100,0,100,0,0,0,6,49%
1631,2019-05-17,44.45(-10.47 %),-790,-0.04,0,0,790,0.04,6,49%
1632,2019-05-16,49.65(-1.49 %),-3440,-0.17,1002880,54.05,1006320,54.22,6417,48.76%
1633,2019-05-15,50.4(0.40 %),590,0.03,690,0.03,100,0.01,5,49%
1634,2019-05-14,50.2(1.41 %),0,0,0,0,0,0,3567,49%
1635,2019-05-13,49.5(1.02 %),-2870,-0.14,10,0,2880,0.14,3567,49%
1636,2019-05-10,49(0.82 %),-690,-0.03,0,0,690,0.03,9,49%
1637,2019-05-09,48.6(-2.11 %),500,0.02,80500,4.27,80000,4.25,-493,48.76%
1638,2019-05-08,49.65(-0.10 %),910,0.04,530910,28.19,530000,28.14,-909,48.76%
1639,2019-05-07,49.7(1.95 %),1502930,78.26,1652930,86.08,150000,7.82,1,49%
1640,2019-05-06,48.75(-2.50 %),-500,-0.02,0,0,500,0.02,1413,49%
1641,2019-05-03,50(0.30 %),-910,-0.05,0,0,910,0.05,3,49%
1642,2019-05-02,49.85(0.61 %),0,0,0,0,0,0,3,49%
1643,2019-04-26,49.55(1.54 %),34910,1.82,54910,2.87,20000,1.04,3,49%
1644,2019-04-25,48.8(0.51 %),0,0,0,0,0,0,3,49%
1645,2019-04-24,48.55(1.36 %),5920,0.29,5920,0.29,0,0,3,49%
1646,2019-04-23,47.9(0.00 %),-33500,-1.61,196410,10.05,229910,11.66,40821,48.99%
1647,2019-04-22,47.9(-1.14 %),200,0.01,200,0.01,0,0,4,49%
1648,2019-04-19,48.45(-0.10 %),-5910,-0.29,0,0,5910,0.29,7521,49%
1649,2019-04-18,48.5(0.00 %),-1410,-0.07,0,0,1410,0.07,1,49%
1652,2019-04-17,48.5(1.25 %),-200,-0.01,47200,2.42,47400,2.43,201,49%
1653,2019-04-16,47.9(-0.62 %),0,0,30000,1.55,30000,1.55,1,49%
1654,2019-04-12,48.2(2.55 %),80,0,95830,4.81,95750,4.81,1,49%
1655,2019-04-11,47(0.21 %),0,0,20000,1,20000,1,1,49%
1656,2019-04-10,46.9(-0.85 %),4650,0.22,4650,0.22,0,0,1,49%
1657,2019-04-09,47.3(-1.05 %),1000,0.05,1080,0.05,80,0,6,49%
1658,2019-04-08,47.8(0.00 %),0,0,0,0,0,0,6,49%
